cohort_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
2019-01,100.0,10.67864271457086,11.477045908183632,11.377245508982035,9.880239520958083,10.179640718562874,10.878243512974052,11.27744510978044,13.77245508982036,17.964071856287426,38.32335329341318,21.856287425149702,11.377245508982035,9.880239520958083,11.477045908183632,8.982035928143713,11.87624750499002,9.580838323353294,11.976047904191617,14.570858283433132,13.47305389221557,16.666666666666664,40.41916167664671,23.952095808383234,8.882235528942116,11.377245508982035,11.077844311377245,9.780439121756487,12.77445109780439,9.68063872255489,9.181636726546905,11.976047904191617,14.770459081836327,17.465069860279442,37.12574850299401,24.451097804391217,9.880239520958083,11.976047904191617,10.578842315369261,10.778443113772456,10.479041916167663,11.87624750499002,9.481037924151696,14.770459081836327,12.275449101796406,16.46706586826347,38.92215568862276,21.856287425149702,10.67864271457086,9.181636726546905,10.778443113772456,10.778443113772456,10.179640718562874,9.181636726546905,10.27944111776447,14.271457085828343,12.674650698602793,18.063872255489024,37.4251497005988,22.055888223552895
2019-02,100.0,9.918200408997956,11.451942740286299,10.224948875255624,9.713701431492842,11.451942740286299,12.269938650306749,12.678936605316974,17.586912065439673,38.036809815950924,22.290388548057262,9.815950920245399,11.758691206543967,9.202453987730062,9.304703476482617,11.145194274028631,9.509202453987731,11.554192229038856,15.030674846625766,12.167689161554192,16.768916155419223,40.59304703476483,24.437627811860942,10.122699386503067,10.633946830265849,9.918200408997956,10.429447852760736,9.918200408997956,10.020449897750511,9.202453987730062,12.883435582822086,12.883435582822086,15.746421267893659,37.627811860940696,20.552147239263803,9.815950920245399,9.918200408997956,10.020449897750511,11.042944785276074,11.451942740286299,8.997955010224949,8.997955010224949,12.372188139059306,11.451942740286299,15.848670756646216,37.423312883435585,21.676891615541923,9.509202453987731,8.997955010224949,9.509202453987731,9.713701431492842,11.554192229038856,8.1799591002045,9.202453987730062,11.349693251533742,12.065439672801636,19.222903885480573,37.93456032719836,22.801635991820042,
2019-03,100.0,10.983397190293742,10.344827586206897,10.089399744572159,9.323116219667945,11.877394636015326,12.388250319284802,17.369093231162196,36.65389527458493,24.393358876117496,11.23882503192848,11.36653895274585,10.855683269476373,9.70625798212005,8.301404853128991,10.089399744572159,10.983397190293742,12.51596424010217,12.899106002554278,16.47509578544061,37.29246487867178,23.49936143039591,11.23882503192848,10.983397190293742,10.983397190293742,10.727969348659004,11.36653895274585,9.83397190293742,10.217113665389528,14.048531289910601,13.154533844189018,15.070242656449553,37.80332056194125,24.010217113665387,10.089399744572159,11.36653895274585,11.11111111111111,9.70625798212005,10.855683269476373,10.472541507024266,10.727969348659004,13.92081736909323,14.559386973180077,15.964240102171138,38.8250319284802,25.54278416347382,10.600255427841635,9.323116219667945,9.70625798212005,8.812260536398467,11.621966794380588,11.749680715197956,11.11111111111111,12.77139208173691,13.154533844189018,14.814814814814813,37.03703703703704,20.561941251596423,,
2019-04,100.0,12.205270457697642,10.402219140083217,10.679611650485436,12.89875173370319,13.592233009708737,14.840499306518723,40.36061026352289,24.965325936199722,10.679611650485436,9.29264909847434,7.766990291262135,10.540915395284326,10.679611650485436,11.095700416088766,10.957004160887656,12.482662968099861,13.869625520110956,15.672676837725383,37.309292649098474,22.74618585298197,11.927877947295423,9.70873786407767,10.402219140083217,11.650485436893204,11.927877947295423,11.095700416088766,11.650485436893204,15.117891816920942,13.592233009708737,16.78224687933426,38.83495145631068,21.220527045769764,10.263522884882107,11.373092926490985,10.679611650485436,10.818307905686545,9.986130374479888,9.57004160887656,12.205270457697642,11.927877947295423,14.701803051317613,16.50485436893204,39.94452149791955,23.994452149791957,11.789181692094314,10.124826629680998,9.153952843273231,11.095700416088766,12.205270457697642,10.263522884882107,10.679611650485436,12.62135922330097,14.424410540915394,16.08876560332871,35.64493758668516,23.71705963938974,,,
2019-05,100.0,10.471976401179942,11.061946902654867,11.651917404129794,14.749262536873156,17.25663716814159,39.52802359882006,23.451327433628318,11.799410029498524,11.061946902654867,10.619469026548673,8.849557522123893,10.914454277286136,10.029498525073747,10.619469026548673,13.864306784660767,14.454277286135694,18.73156342182891,37.610619469026545,23.156342182890853,10.619469026548673,10.471976401179942,11.651917404129794,10.32448377581121,11.209439528023598,10.619469026548673,10.176991150442479,15.929203539823009,13.274336283185843,18.289085545722713,38.34808259587021,22.271386430678465,10.176991150442479,9.734513274336283,12.389380530973451,7.374631268436578,10.32448377581121,11.061946902654867,12.094395280235988,13.864306784660767,13.421828908554573,19.02654867256637,37.46312684365782,21.238938053097346,10.471976401179942,10.914454277286136,9.587020648967552,11.209439528023598,10.176991150442479,11.209439528023598,12.094395280235988,14.15929203539823,12.979351032448378,15.781710914454278,37.315634218289084,23.303834808259587,,,,
2019-06,100.0,10.81081081081081,13.175675675675674,12.5,19.763513513513516,40.2027027027027,25.33783783783784,10.135135135135135,9.29054054054054,11.317567567567567,8.614864864864865,11.824324324324325,11.486486486486488,11.317567567567567,12.5,11.993243243243242,17.736486486486484,39.52702702702703,22.635135135135133,9.29054054054054,10.81081081081081,7.939189189189189,9.628378378378379,11.655405405405405,11.655405405405405,12.162162162162163,14.020270270270272,12.162162162162163,15.54054054054054,36.486486486486484,29.898648648648653,11.486486486486488,10.97972972972973,11.824324324324325,11.486486486486488,11.655405405405405,9.45945945945946,11.317567567567567,14.020270270270272,14.527027027027026,16.89189189189189,36.317567567567565,22.635135135135133,10.81081081081081,9.966216216216216,10.97972972972973,7.601351351351352,11.14864864864865,10.81081081081081,9.121621621621621,13.175675675675674,13.344594594594595,15.70945945945946,41.55405405405405,21.79054054054054,,,,,
2019-07,100.0,13.405797101449277,13.768115942028986,17.21014492753623,39.67391304347826,25.724637681159418,10.326086956521738,11.05072463768116,12.318840579710146,12.681159420289855,10.326086956521738,7.246376811594203,8.51449275362319,12.5,14.673913043478262,13.768115942028986,39.85507246376812,24.27536231884058,9.782608695652174,11.77536231884058,9.601449275362318,10.869565217391305,11.231884057971014,10.507246376811594,9.782608695652174,13.949275362318842,14.130434782608695,18.65942028985507,40.21739130434783,18.65942028985507,10.869565217391305,9.239130434782608,9.601449275362318,10.68840579710145,9.782608695652174,10.68840579710145,12.318840579710146,12.681159420289855,11.594202898550725,19.565217391304348,44.565217391304344,23.91304347826087,8.876811594202898,9.782608695652174,7.789855072463768,11.231884057971014,11.956521739130435,10.507246376811594,11.231884057971014,10.68840579710145,10.326086956521738,18.65942028985507,38.58695652173913,21.014492753623188,,,,,,
2019-08,100.0,15.472312703583063,18.892508143322477,39.73941368078176,22.475570032573287,10.912052117263844,8.306188925081432,9.609120521172638,13.355048859934854,10.097719869706841,11.400651465798045,10.097719869706841,12.052117263843648,17.58957654723127,16.938110749185668,35.83061889250814,21.49837133550489,11.400651465798045,11.237785016286644,11.563517915309445,8.306188925081432,10.260586319218241,9.283387622149837,11.889250814332247,14.169381107491857,14.82084690553746,17.263843648208468,40.06514657980456,21.661237785016286,10.586319218241043,9.93485342019544,11.563517915309445,11.074918566775244,10.097719869706841,9.609120521172638,9.446254071661238,14.006514657980457,14.332247557003258,16.612377850162865,40.390879478827365,19.381107491856678,8.469055374592834,8.631921824104234,11.889250814332247,9.120521172638437,7.980456026058631,11.726384364820847,9.609120521172638,14.332247557003258,13.355048859934854,17.58957654723127,43.811074918566774,24.429967426710096,,,,,,,
2019-09,100.0,17.557251908396946,36.83206106870229,20.419847328244277,9.351145038167939,9.923664122137405,9.732824427480915,9.923664122137405,9.351145038167939,9.732824427480915,9.541984732824428,15.458015267175574,15.458015267175574,19.65648854961832,35.49618320610687,21.183206106870227,12.404580152671755,10.49618320610687,9.16030534351145,8.587786259541986,13.931297709923665,9.923664122137405,8.396946564885496,15.839694656488549,16.603053435114504,17.748091603053435,37.02290076335878,22.328244274809162,12.022900763358779,14.122137404580155,9.923664122137405,10.305343511450381,7.251908396946565,9.16030534351145,8.778625954198473,14.122137404580155,16.412213740458014,17.557251908396946,38.74045801526718,22.137404580152673,10.877862595419847,9.351145038167939,12.213740458015266,7.442748091603053,10.49618320610687,10.877862595419847,8.969465648854962,13.740458015267176,13.16793893129771,17.938931297709924,37.404580152671755,23.091603053435115,,,,,,,,
2019-10,100.0,40.468227424749166,23.076923076923077,10.535117056856187,13.210702341137123,11.872909698996656,10.535117056856187,8.528428093645484,10.702341137123746,10.200668896321071,11.20401337792642,13.210702341137123,13.712374581939798,40.802675585284284,27.09030100334448,12.37458193979933,9.531772575250837,11.20401337792642,11.20401337792642,9.03010033444816,9.866220735785953,11.872909698996656,12.876254180602006,14.715719063545151,22.40802675585284,40.30100334448161,22.40802675585284,10.200668896321071,8.361204013377927,12.207357859531772,11.036789297658862,11.20401337792642,10.535117056856187,9.531772575250837,10.535117056856187,11.872909698996656,15.217391304347828,43.47826086956522,22.240802675585282,10.535117056856187,9.197324414715718,10.033444816053512,10.367892976588628,11.036789297658862,9.197324414715718,8.528428093645484,13.043478260869565,15.551839464882944,16.555183946488295,39.297658862876254,22.40802675585284,,,,,,,,,
